Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque,,,,,Media Fuel Info City,"Ponderi Fuel Info (RANDBETWEEN(0,10)","SUMPRODUCT(Fuel Info, ponderi)",SUM(ponderi),Media ponderat?,Mediana Fuel Info,Modul Fuel Info,Abaterea standard Fuel Info
152,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,2012 MINI Cooper S Clubman,MINI,2012 MINI Clubman,2012,181,177,,,,,,0,,,,,,
152,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,26,Gasoline,34,Automatic transmission,2012 MINI Cooper S Clubman AT,MINI,2012 MINI Clubman,2012,181,177,,,,,,2,,,,,,
152,119,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,2012 MINI John Cooper Works Clubman,MINI,2012 MINI Clubman,2012,208,192,,,,,,10,,,,,,
9,112,113,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 510 hp 420 ft-lbs,TRUE,6,6 Speed Manual,11,Gasoline,17,Manual transmission,2011 Aston Martin DBS Volante,Aston Martin,2011 Aston Martin DBS Volante,2011,510,420,,,,,,5,,,,,,
9,112,113,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 510 hp 420 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2011 Aston Martin DBS Volante AT,Aston Martin,2011 Aston Martin DBS Volante,2011,510,420,,,,,,1,,,,,,
144,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,28,Gasoline,35,Manual transmission,2011 MINI Cooper Clubman,MINI,2011 MINI Clubman,2011,121,114,,,,,,9,,,,,,
144,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,27,Gasoline,36,Automatic transmission,2011 MINI Cooper Clubman AT,MINI,2011 MINI Clubman,2011,121,114,,,,,,4,,,,,,
152,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,2011 MINI Cooper S Clubman,MINI,2011 MINI Clubman,2011,181,177,,,,,,10,,,,,,
152,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,26,Gasoline,34,Automatic transmission,2011 MINI Cooper S Clubman AT,MINI,2011 MINI Clubman,2011,181,177,,,,,,10,,,,,,
152,119,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,2011 MINI John Cooper Works Clubman,MINI,2011 MINI Clubman,2011,208,192,,,,,,5,,,,,,
147,99,148,Front-wheel drive,MINI 1.6L 4 Cylinder 118 hp 114 ft-lbs,TRUE,6,6 Speed Manual,28,Gasoline,36,Manual transmission,2010 MINI Cooper Clubman,MINI,2010 MINI Clubman,2010,118,114,,,,,,8,,,,,,
147,99,148,Front-wheel drive,MINI 1.6L 4 Cylinder 118 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,33,Automatic transmission,2010 MINI Cooper Clubman AT,MINI,2010 MINI Clubman,2010,118,114,,,,,,5,,,,,,
152,117,148,Front-wheel drive,MINI 1.6L 4 Cylinder 172 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,26,Gasoline,34,Manual transmission,2010 MINI Cooper S Clubman,MINI,2010 MINI Clubman,2010,172,177,,,,,,2,,,,,,
152,117,148,Front-wheel drive,MINI 1.6L 4 Cylinder 172 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,32,Automatic transmission,2010 MINI Cooper S Clubman AT,MINI,2010 MINI Clubman,2010,172,177,,,,,,7,,,,,,
152,117,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,2010 MINI John Cooper Works Clubman,MINI,2010 MINI Clubman,2010,208,192,,,,,,10,,,,,,
80,155,137,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,19,Automatic transmission,2011 Aston Martin Rapide,Aston Martin,2011 Aston Martin Rapide,2011,470,443,,,,,,0,,,,,,
80,155,137,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,19,Automatic transmission,2011 Aston Martin Rapide Luxe,Aston Martin,2011 Aston Martin Rapide,2011,470,443,,,,,,2,,,,,,
203,5,49,Front-wheel drive,Chrysler 2.4L 4 cylinder 173 hp 166 ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,30,Automatic transmission,2011 Chrysler 200 LX Sedan,Chrysler,2011 Chrysler 200 Sedan,2011,173,166,,,,,,5,,,,,,
203,5,49,Front-wheel drive,Chrysler 2.4L 4 cylinder 173 hp 166 ft-lbs,TRUE,6,6 Speed Automatic,20,Gasoline,31,Automatic transmission,2011 Chrysler 200 Touring Sedan,Chrysler,2011 Chrysler 200 Sedan,2011,173,166,,,,,,6,,,,,,
203,5,49,Front-wheel drive,Chrysler 2.4L 4 cylinder 173 hp 166 ft-lbs,TRUE,6,6 Speed Automatic,20,Gasoline,31,Automatic transmission,2011 Chrysler 200 Limited Sedan,Chrysler,2011 Chrysler 200 Sedan,2011,173,166,,,,,,7,,,,,,
203,5,49,Front-wheel drive,Chrysler 3.6L 6 cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,E85,21,Automatic transmission,2011 Chrysler 200 S Sedan,Chrysler,2011 Chrysler 200 Sedan,2011,283,260,,,,,,8,,,,,,
48,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Jaguar XK Convertible,Jaguar,2011 Jaguar XK Convertible,2011,385,380,,,,,,5,,,,,,
48,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2011 Jaguar XKR Convertible,Jaguar,2011 Jaguar XK Convertible,2011,510,461,,,,,,8,,,,,,
40,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2011 Jaguar XK Coup,Jaguar,2011 Jaguar XK Coup,2011,385,380,,,,,,6,,,,,,
40,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2011 Jaguar XKR Coup,Jaguar,2011 Jaguar XK Coup,2011,510,461,,,,,,0,,,,,,
40,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2011 Jaguar XKR175 75th Anniversary Limited Ed. Coup,Jaguar,2011 Jaguar XK Coup,2011,510,461,,,,,,8,,,,,,
203,180,113,Rear-wheel drive,Chrysler 3.6L 6 cylinder 292 hp 260 ft-lbs FFV,TRUE,5,5 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2011 Chrysler 300,Chrysler,2011 Chrysler 300,2011,292,260,,,,,,5,,,,,,
205,180,113,Rear-wheel drive,Chrysler 3.6L 6 cylinder 292 hp 260 ft-lbs FFV,TRUE,5,5 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2011 Chrysler 300 Limited,Chrysler,2011 Chrysler 300,2011,292,260,,,,,,7,,,,,,
205,180,113,Rear-wheel drive,Chrysler 5.7L 8 cylinder 363 hp 394 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,25,Automatic transmission,2011 Chrysler 300C RWD,Chrysler,2011 Chrysler 300,2011,363,394,,,,,,2,,,,,,
223,180,113,All-wheel drive,Chrysler 5.7L 8 cylinder 363 hp 394 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,15,Gasoline,23,Automatic transmission,2011 Chrysler 300C AWD,Chrysler,2011 Chrysler 300,2011,363,394,,,,,,4,,,,,,
48,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2010 Jaguar XK Convertible,Jaguar,2010 Jaguar XK Convertible,2010,385,380,,,,,,10,,,,,,
48,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2010 Jaguar XKR Convertible,Jaguar,2010 Jaguar XK Convertible,2010,510,461,,,,,,9,,,,,,
195,227,203,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,26,Automatic transmission,2010 Subaru Impreza Sedan 2.5i Premium AT,Subaru,2010 Subaru Impreza Sedan,2011,170,170,,,,,,9,,,,,,
195,227,203,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,TRUE,5,5 Speed Manual,20,Gasoline,27,Manual transmission,2010 Subaru Impreza Sedan 2.5i Premium,Subaru,2010 Subaru Impreza Sedan,2011,170,170,,,,,,3,,,,,,
195,227,203,All-wheel drive,Subaru 2.5L 4 cylinder 224 hp 226 ft-lbs Turbo,TRUE,4,4 Speed Automatic Select Shift,19,Gasoline,24,Automatic transmission,2010 Subaru Impreza Sedan 2.5GT,Subaru,2010 Subaru Impreza Sedan,2010,224,226,,,,,,0,,,,,,
40,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2010 Jaguar XKR Coup,Jaguar,2010 Jaguar XK Coup,2010,510,461,,,,,,7,,,,,,
40,184,100,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2010 Jaguar XK Coup,Jaguar,2010 Jaguar XK Coup,2010,385,380,,,,,,7,,,,,,
180,96,85,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2011 Jaguar XF Premium,Jaguar,2011 Jaguar XF,2011,385,380,,,,,,5,,,,,,
180,96,85,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2011 Jaguar XF,Jaguar,2011 Jaguar XF,2011,385,380,,,,,,0,,,,,,
180,96,85,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Jaguar XFR,Jaguar,2011 Jaguar XF,2011,510,461,,,,,,5,,,,,,
180,96,85,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 470 hp 424 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Jaguar XF Supercharged,Jaguar,2011 Jaguar XF,2011,470,424,,,,,,6,,,,,,
127,62,221,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,29,Manual transmission,2011 Jeep Patriot Sport 4x2,Jeep,2011 Jeep Patriot,2011,158,141,,,,,,1,,,,,,
127,62,221,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2011 Jeep Patriot Sport 2.4L 4x2,Jeep,2011 Jeep Patriot,2011,172,165,,,,,,9,,,,,,
160,62,221,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,28,Manual transmission,2011 Jeep Patriot Sport 4x4,Jeep,2011 Jeep Patriot,2011,172,165,,,,,,6,,,,,,
127,62,221,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,29,Manual transmission,2011 Jeep Patriot Latitude 4x2,Jeep,2011 Jeep Patriot,2011,158,141,,,,,,9,,,,,,
127,62,221,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2011 Jeep Patriot Latitude 2.4L 4x2,Jeep,2011 Jeep Patriot,2011,172,165,,,,,,2,,,,,,
160,62,221,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,28,Manual transmission,2011 Jeep Patriot Latitude 4x4,Jeep,2011 Jeep Patriot,2011,172,165,,,,,,9,,,,,,
127,62,221,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2011 Jeep Patriot Latitude X 4x2,Jeep,2011 Jeep Patriot,2011,172,165,,,,,,7,,,,,,
160,62,221,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,28,Manual transmission,2011 Jeep Patriot Latitude X 4x4,Jeep,2011 Jeep Patriot,2011,172,165,,,,,,7,,,,,,
127,62,221,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2011 Jeep Patriot Latitude X 70th Anniversary 4x2,Jeep,2011 Jeep Patriot,2011,172,165,,,,,,5,,,,,,
160,62,221,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,28,Manual transmission,2011 Jeep Patriot Latitude X 70th Anniversary 4x4,Jeep,2011 Jeep Patriot,2011,172,165,,,,,,2,,,,,,
203,134,90,Rear-wheel drive,Chrysler 2.7L 6 cylinder 178 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,18,Gasoline,26,Automatic transmission,2010 Chrysler 300 Touring,Chrysler,2010 Chrysler 300,2010,178,190,,,,,,9,,,,,,
203,134,90,All-wheel drive,Chrysler 3.5L 6 cylinder 250 hp 250 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Chrysler 300 Touring AWD,Chrysler Group LLC,2010 Chrysler 300,2010,250,250,,,,,,8,,,,,,
203,134,90,Rear-wheel drive,Chrysler 3.5L 6 cylinder 250 hp 250 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,25,Automatic transmission,2010 Chrysler 300 Touring Plus,Chrysler Group LLC,2010 Chrysler 300,2010,250,250,,,,,,9,,,,,,
203,134,90,Rear-wheel drive,Chrysler 3.5L 6 cylinder 250 hp 250 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,25,Automatic transmission,2010 Chrysler 300 Limited,Chrysler Group LLC,2010 Chrysler 300,2010,250,250,,,,,,10,,,,,,
203,134,90,All-wheel drive,Chrysler 3.5L 6 cylinder 250 hp 250 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Chrysler 300 Limited AWD,Chrysler Group LLC,2010 Chrysler 300,2010,250,250,,,,,,10,,,,,,
203,134,90,Rear-wheel drive,Chrysler 5.7L 8 cylinder 360 hp 389 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,25,Automatic transmission,2010 Chrysler 300 C Hemi,Chrysler,2010 Chrysler 300,2010,360,389,,,,,,2,,,,,,
203,134,90,All-wheel drive,Chrysler 5.7L 8 cylinder 360 hp 389 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Chrysler 300 C AWD,Chrysler,2010 Chrysler 300,2010,360,389,,,,,,9,,,,,,
203,134,90,Rear-wheel drive,Chrysler 3.5L 6 cylinder 250 hp 250 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,25,Automatic transmission,2010 Chrysler 300 S V6,Chrysler Group LLC,2010 Chrysler 300,2010,250,250,,,,,,7,,,,,,
203,134,90,Rear-wheel drive,Chrysler 5.7L 8 cylinder 360 hp 389 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,25,Automatic transmission,2010 Chrysler 300 S V8,Chrysler,2010 Chrysler 300,2010,360,389,,,,,,9,,,,,,
190,134,90,Rear-wheel drive,Chrysler 6.1L 8 cylinder 425hp 420 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,13,Gasoline,19,Automatic transmission,2010 Chrysler 300 SRT8,Chrysler Group LLC,2010 Chrysler 300,2010,425,420,,,,,,9,,,,,,
188,31,206,Front-wheel drive,Chrysler 3.6L 6 cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,17,E85,25,Automatic transmission,2011 Chrysler Town and Country Touring,Chrysler,2011 Chrysler Town and Country,2011,283,260,,,,,,4,,,,,,
188,31,206,Front-wheel drive,Chrysler 3.6L 6 cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,17,E85,25,Automatic transmission,2011 Chrysler Town and Country Touring-L,Chrysler,2011 Chrysler Town and Country,2011,283,260,,,,,,8,,,,,,
188,31,206,Front-wheel drive,Chrysler 3.6L 6 cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,17,E85,25,Automatic transmission,2011 Chrysler Town and Country Limited,Chrysler,2011 Chrysler Town and Country,2011,283,260,,,,,,3,,,,,,
214,23,161,Front-wheel drive,Chrysler 3.8L 6 cylinder 197hp 230 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Chrysler Town and Country LX,Chrysler,2010 Chrysler Town and Country,2010,197,230,,,,,,0,,,,,,
214,23,161,Front-wheel drive,Chrysler 4.0L 6 cylinder 251hp 259 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2010 Chrysler Town and Country Limited,Chrysler,2010 Chrysler Town and Country,2010,251,259,,,,,,6,,,,,,
214,23,161,Front-wheel drive,Chrysler 3.8L 6 cylinder 197hp 230 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,23,Automatic transmission,2010 Chrysler Town and Country Touring,Chrysler,2010 Chrysler Town and Country,2010,197,230,,,,,,4,,,,,,
214,23,161,Front-wheel drive,Chrysler 3.8L 6 cylinder 197hp 230 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Chrysler Town and Country Touring Plus,Chrysler,2010 Chrysler Town and Country,2010,197,230,,,,,,2,,,,,,
180,96,85,Rear-wheel drive,Jaguar 4.2L 8 Cylinder 300 hp 310 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,25,Automatic transmission,2010 Jaguar XF,Jaguar,2010 Jaguar XF,2010,300,310,,,,,,8,,,,,,
180,96,85,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Jaguar XF Premium,Jaguar,2010 Jaguar XF,2010,385,380,,,,,,10,,,,,,
180,96,85,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 470 hp 424 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2010 Jaguar XF Supercharged,Jaguar,2010 Jaguar XF,2010,470,424,,,,,,3,,,,,,
180,96,85,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2010 Jaguar XFR,Jaguar,2010 Jaguar XF,2010,510,461,,,,,,6,,,,,,
132,57,219,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,29,Manual transmission,2010 Jeep Patriot Sport,Jeep,2010 Jeep Patriot,2010,158,141,,,,,,2,,,,,,
132,57,219,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2010 Jeep Patriot Sport 2.4L,Jeep,2010 Jeep Patriot,2010,172,165,,,,,,10,,,,,,
132,57,219,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2010 Jeep Patriot Sport 4x4,Jeep,2010 Jeep Patriot,2010,172,165,,,,,,7,,,,,,
132,57,219,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,29,Manual transmission,2010 Jeep Patriot Sport Fleet,Jeep,2010 Jeep Patriot,2010,158,141,,,,,,6,,,,,,
132,57,219,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2010 Jeep Patriot Sport Fleet 2.4L,Jeep,2010 Jeep Patriot,2010,172,165,,,,,,4,,,,,,
132,57,219,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2010 Jeep Patriot Sport Fleet 4x4,Jeep,2010 Jeep Patriot,2010,172,165,,,,,,1,,,,,,
132,57,219,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2010 Jeep Patriot Limited,Jeep,2010 Jeep Patriot,2010,172,165,,,,,,2,,,,,,
132,57,219,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2010 Jeep Patriot Limited 4x4,Jeep,2010 Jeep Patriot,2010,172,165,,,,,,9,,,,,,
93,200,183,Rear-wheel drive,Lotus 1.8L 4 Cylinder 189 hp 133 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,27,Manual transmission,2011 Lotus Elise R,Lotus,2011 Lotus Elise,2011,189,133,,,,,,4,,,,,,
93,200,183,Rear-wheel drive,Lotus 1.8L 4 Cylinder 217 hp 155 ft-lbs,TRUE,6,6 Speed Manual,20,Gasoline,26,Manual transmission,2011 Lotus Elise SC,Lotus,2011 Lotus Elise,2011,217,155,,,,,,6,,,,,,
93,200,183,Rear-wheel drive,Lotus 1.8L 4 Cylinder 218 hp 156 ft-lbs S-charged,TRUE,6,6 Speed Manual,20,Gasoline,26,Manual transmission,2010 Lotus Elise SC,Lotus,2010 Lotus Elise,2010,218,156,,,,,,5,,,,,,
93,200,183,Rear-wheel drive,Lotus 1.8L 4 Cylinder 189 hp 133 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,27,Manual transmission,2009 Lotus Elise,Lotus,2009 Lotus Elise,2009,189,133,,,,,,1,,,,,,
93,200,183,Rear-wheel drive,Lotus 1.8L 4 Cylinder 218 hp 156 ft-lbs S-charged,TRUE,6,6 Speed Manual,20,Gasoline,26,Manual transmission,2009 Lotus Elise SC,Lotus,2009 Lotus Elise,2009,218,156,,,,,,1,,,,,,
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,33,Automatic transmission,2011 Chevrolet Malibu LS,Chevrolet,2011 Chevrolet Malibu,2011,169,160,,,,,,3,,,,,,
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,33,Automatic transmission,2011 Chevrolet Malibu 1LT,Chevrolet,2011 Chevrolet Malibu,2011,169,160,,,,,,4,,,,,,
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,33,Automatic transmission,2011 Chevrolet Malibu 2LT,Chevrolet,2011 Chevrolet Malibu,2011,169,160,,,,,,3,,,,,,
170,7,249,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 252 hp 251 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,26,Automatic transmission,2011 Chevrolet Malibu 2LT V6,Chevrolet,2011 Chevrolet Malibu,2011,252,251,,,,,,9,,,,,,
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,33,Automatic transmission,2011 Chevrolet Malibu LTZ,Chevrolet,2011 Chevrolet Malibu,2011,169,160,,,,,,9,,,,,,
170,7,249,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 252 hp 251 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,26,Automatic transmission,2011 Chevrolet Malibu LTZ V6,Chevrolet,2011 Chevrolet Malibu,2011,252,251,,,,,,1,,,,,,
197,244,57,Rear-wheel drive,Lotus 3.5L 6 Cylinder 276 hp 258 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,27,Manual transmission,2011 Lotus Evora,Lotus,2011 Lotus Evora,2011,276,258,,,,,,5,,,,,,
26,11,252,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,2012 MINI Cooper Countryman,MINI,2012 MINI Countryman,2012,121,114,,,,,,3,,,,,,
26,11,252,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,30,Automatic transmission,2012 MINI Cooper Countryman AT,MINI,2012 MINI Countryman,2012,121,114,,,,,,5,,,,,,
26,13,252,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,26,Gasoline,32,Manual transmission,2012 MINI Cooper S Countryman,MINI,2012 MINI Countryman,2012,181,177,,,,,,4,,,,,,
26,13,252,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,32,Automatic transmission,2012 MINI Cooper S Countryman AT,MINI,2012 MINI Countryman,2012,181,177,,,,,,10,,,,,,
26,13,252,All-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,31,Manual transmission,2012 MINI Cooper S Countryman All4,MINI,2012 MINI Countryman,2012,181,177,,,,,,2,,,,,,
